"Accession"	"Unidentified"	"Bacteria"	"Eukaryotes"
"SRR6403259"	91.54	5.5	1.78
"ERR1700715"	93.75	6.2	0.05
"SRR6403524"	71.36	28	0.62
"ERR1700724"	94.84	5.11	0.05
"SRR4029077"	94	5.85	0.03
"SRR6403472"	62.09	37.41	0.1
"SRR3985186"	95.8	3.77	0.03
"SRR3985396"	94.47	5.47	0.01
"SRR6403555"	93.41	4.19	0.87
"SRR3952312"	89.47	6.25	3.3
"SRR6403635"	88.92	7.83	1.76
"SRR3985382"	94.97	4.68	0.03
"SRR3712179"	86.2	13.48	0.25
"SRR6403441"	90.85	2.8	1.6
"SRR3712206"	89.09	10.12	0.74
"ERR1700759"	92.89	6.97	0.13
"ERR1700750"	93.13	6.78	0.08
"SRR6403530"	89.99	6.99	2.88
"SRR3952301"	92.54	3.93	2.79
"SRR3985376"	96.04	3.61	0.35
"SRR6403196"	94.03	2.72	0.9
"ERR1700760"	92.8	7.05	0.15
"SRR6403396"	93.42	3.6	2.97
"ERR1700728"	95.49	4.4	0.11
"SRR6403647"	95.68	2.17	1.57
"SRR6403215"	90.34	5.43	3.37
"SRR6403508"	92.05	6.18	1.16
"SRR3985418"	97.2	2.71	0.05
"SRR6403294"	93.56	5.31	1.04
"SRR4029079"	92.94	6.88	0.07
"SRR6403526"	89.65	7.38	2.82
"ERR1700756"	94.04	5.9	0.06
"ERR1700714"	91.35	8.44	0.2
"SRR3985625"	95.95	3.57	0.06
"SRR3985368"	95.88	3.72	0.05
"SRR3952300"	93.78	2.23	3.25
"SRR3985384"	95.55	4.19	0.01
"SRR5278471"	90.83	9.14	0.01
"SRR3985421"	95.08	4.82	0.05
"SRR6403623"	96.46	2.68	0.73
"SRR6403468"	66.12	33.8	0.07
"SRR5278612"	91.07	8.79	0.13
"SRR3985388"	94.72	5.21	0.06
"SRR6403430"	96.19	2.61	0.76
"SRR5720219"	68.91	14.7	0.17
"SRR5720229"	71.48	16.61	0.24
"SRR6403410"	94.28	3.15	0.44
"SRR5356873"	98.51	1.37	0.09
"SRR6403465"	96.09	2.94	0.61
"ERR1418131"	76.72	12.23	9.54
"SRR6403594"	91.59	5.47	1.84
"SRR5356870"	98.41	1.48	0.07
"SRR5356872"	98.58	1.37	0.05
"SRR5720245"	68.92	22.06	0.27
"SRR5356866"	98.46	1.44	0.07
"SRR3985523"	95.26	4.34	0.03
"SRR6403211"	90.7	3.04	0.7
"SRR6403244"	94.78	2.68	2.2
"SRR5720228"	66.66	21.42	0.29
"SRR5356863"	98.39	1.49	0.07
"SRR3984960"	94.66	4.85	0
"SRR3985397"	94.45	5.26	0.01
"SRR3984961"	94.85	4.64	0.03
"SRR3985419"	96.31	3.65	0.02
"SRR3985526"	95	4.47	0.09
"SRR5356871"	98.51	1.36	0.12
"SRR5278472"	85.4	14.48	0.03
"SRR5720251"	73.25	17.5	0.69
"SRR5153238"	82.97	10.28	6.73
"SRR3985624"	96.34	3.27	0.01
"SRR5720241"	64.12	17.46	0.17
"SRR5720244"	65.37	24.14	0.18
"SRR3985395"	94.2	5.5	0.01
"SRR3952299"	95.58	2.46	0.46
"SRR6403437"	92.92	4.08	2.51
"SRR3984962"	95.39	4.58	0.02
"SRR5720230"	69.45	19.45	0.18
"SRR5720266"	62.23	19.11	0.19
"SRR5720239"	70.66	17.01	0.14
"SRR5720225"	81.72	14.56	2.69
"SRR3985385"	94.76	5.19	0.05
"SRR6403570"	96.43	3.05	0.43
"SRR5720257"	81.87	12.83	0.12
"SRR5720227"	70.95	22.35	0.3
"SRR3985369"	95.34	4.62	0.04
"SRR5356865"	98.75	1.16	0.08
"SRR5278467"	92.23	7.67	0.09
"SRR5720268"	63.81	27.73	0.16
"SRR5278611"	78.81	21.03	0.14
"SRR5278466"	92.15	7.48	0.36
"SRR5720250"	41.83	38.22	0.31
"SRR5152911"	85.67	8.16	6.15
"SRR3985420"	97.61	1.98	0.01
"SRR5720224"	75.45	5.43	0.15
"SRR5720237"	65.64	21.31	0.4
"SRR5720265"	55.73	9.6	0.14
"SRR5720252"	79.99	16.5	2.21
"SRR5720298"	69.65	22.67	0.2
"SRR5720221"	64.31	25.29	0.38
"SRR3984963"	95.15	4.41	0.01
"SRR5720236"	64.54	26	0.2
"SRR5720220"	76.69	14.21	0.24
"SRR5720273"	70.77	26.74	1.99
"SRR3985389"	95.41	4.55	0.03
"SRR3985524"	96.02	3.57	0.04
"SRR5356864"	98.47	1.45	0.07
"SRR5278470"	85.2	14.69	0.04
"SRR5720279"	72.69	5.85	0.17
"SRR5720248"	72.71	18.91	0.27
"SRR5720247"	66.55	26.32	0.25
"SRR5720238"	64.7	22.88	0.31
"SRR3985370"	95.6	4	0.06
"SRR5720222"	66.35	16.93	0.15
"SRR5720223"	87.39	10.33	1.56
"SRR5720256"	61.79	24.92	0.5
"SRR5152955"	83.98	8.7	7.3
"SRR5720271"	68.67	14.19	0.31
"SRR3985527"	94.62	4.78	0.02
"SRR5720264"	92.79	4.54	2.32
"SRR5720262"	77.86	8.38	0.25
"SRR3985390"	94.7	4.99	0
"SRR5720246"	66.68	26.31	0.24
"SRR5720234"	71.19	6.26	0.3
"SRR5720260"	84.18	11.52	0.15
"SRR5356868"	98.38	1.53	0.06
"SRR5720231"	85.17	12.2	1.13
"SRR5720233"	68.58	10.31	0.44
"SRR5720289"	76.78	15.34	0.24
"SRR5720243"	56.07	28.16	0.17
"SRR5720242"	73.09	15.49	0.21
"SRR5278608"	89.18	10.66	0.14
"SRR5356867"	98.39	1.47	0.11
"SRR3985391"	94.66	5.06	0.01
"SRR5720292"	69.81	6.49	0.21
"SRR3985424"	96.53	3.06	0.01
"SRR3985394"	94.65	5.05	0.02
"SRR6403548"	94.94	3.87	0.55
"SRR5720254"	71.05	6.49	1.12
"SRR5278610"	90.81	9.08	0.1
"SRR5356862"	98.78	0.98	0.22
"SRR5720255"	69.76	20.42	0.41
"SRR5720270"	69.27	18.89	0.3
"SRR5720226"	78.26	18.28	2.35
"SRR5720284"	75.32	5.95	0.29
"SRR5278469"	90.86	9.11	0.02
"SRR5720293"	57.1	14.34	0.28
"SRR5720287"	73.3	25.12	1.07
"SRR5720259"	70.85	17.33	0.71
"SRR5720249"	57.26	32.75	0.47
"SRR5356869"	98.65	1.26	0.08
"SRR3985383"	95.52	4.17	0.02
"SRR3985525"	95.43	4.51	0.06
"SRR5720232"	71.12	19.88	0.27
"SRR5278607"	97.63	2.19	0.01
"SRR3985190"	97.1	2.39	0.01
"SRR5152881"	87.33	7.57	5.08
"SRR5720277"	74.44	8.29	0.3
"SRR5720294"	56.68	27.89	0.11
"SRR5720253"	65.58	26.85	0.23
"SRR5720291"	49.6	19.91	0.14
"SRR5720267"	72.57	15.59	0.19
"SRR5720286"	83.71	7	0.09
"SRR5720275"	63.69	8.13	0.32
"SRR5720263"	75.03	6.98	0.2
"SRR5720258"	66.54	25.3	0.24
"SRR5720261"	75.27	9.04	0.31
"SRR5720295"	55.9	28.56	0.09
"SRR5720333"	78.79	17.07	2.54
"SRR5720278"	70.43	15.32	0.25
"SRR5720320"	67.91	13.12	0.68
"SRR5720283"	76.28	6.93	0.54
"SRR5895997"	92.36	5.21	1.62
"SRR5902536"	96.7	2.45	0.74
"SRR5720299"	71.58	22.71	0.18
"SRR5720288"	67.32	15.3	0.34
"SRR5720300"	83.58	11.92	0.18
"SRR5720280"	69.72	16.76	0.21
"SRR5720313"	77.18	14.05	7.24
"SRR5720282"	67.03	7.95	0.24
"SRR5895983"	88.72	8.54	2.37
"SRR5720342"	71	19.96	0.22
"SRR5720310"	63.28	25.07	0.15
"SRR5902439"	78.2	20.71	0.12
"SRR6231310"	97.05	2.9	0.03
"SRR5902470"	90.52	8.84	0.12
"SRR5720321"	74.64	6.94	0.74
"SRR5720334"	75.63	21.77	2.04
"SRR5902468"	90.04	8.06	0.3
"SRR5720303"	87.26	9.39	0.14
"SRR6231315"	95.81	4.12	0.05
"SRR5720235"	84.48	9	0.17
"SRR5720276"	72.15	18.62	0.23
"SRR5902471"	86.01	12.7	0.18
"SRR5720338"	64.5	23.14	0.79
"SRR5720322"	67.75	21.25	0.94
"SRR5720318"	71.84	5.54	1.34
"SRR5902493"	96.54	3.01	0.2
"SRR5720290"	63.15	9.35	0.25
"SRR5720324"	72.9	24.32	1.5
"SRR5720319"	72.09	17.79	0.8
"SRR5720297"	76.84	13.03	0.17
"SRR5720307"	72.02	18.96	0.56
"SRR5720274"	66.97	19.78	0.22
"SRR5882672"	95.05	4.9	0.04
"SRR5720281"	74.22	14.03	0.19
"SRR5720306"	93.31	3.93	0.21
"SRR5902469"	83.22	15.6	0.18
"SRR5720269"	64.19	26.35	0.19
"SRR5902411"	87.5	11.74	0.34
"SRR5720335"	71.24	19.13	0.37
"SRR5720305"	77.75	20.48	0.07
"SRR6231312"	95.37	4.57	0.04
"SRR5720309"	72.27	18.37	0.21
"SRR5720327"	81.24	7.17	0.2
"SRR5720301"	81.88	10.5	0.21
"SRR5720332"	75.92	19.92	3.59
"SRR5720272"	86.1	11.43	1.99
"SRR5720339"	61.17	27.5	0.74
"SRR5902474"	90.25	6.78	0.8
"SRR5720240"	74.74	14.11	0.21
"SRR5902472"	76.69	19.48	2.31
"SRR5459768"	91.66	8	0.31
"SRR5720331"	65.02	7	0.31
"SRR5720312"	73.01	17.41	0.28
"SRR5882724"	95.12	4.83	0.05
"SRR5720341"	67.86	19.28	0.24
"SRR5720304"	93.1	3.01	0.1
"SRR5896001"	93.84	4	1.7
"SRR5459766"	83.91	15.92	0.16
"SRR5720344"	90.82	6.8	1.26
"SRR5720336"	69.68	20.52	0.2
"SRR5720296"	80.43	18.26	0.91
"SRR5720337"	72.64	18.53	0.34
"SRR7151560"	96.05	3.87	0.07
"SRR5720317"	67.84	25.58	0.27
"SRR5720285"	50.27	36.13	0.24
"SRR5720340"	71.52	20.06	0.59
"SRR5720343"	66.36	12.75	0.28
"SRR5902407"	90.93	6.01	2.08
"SRR5720302"	77.84	20.26	0.15
"SRR5902473"	88.69	8.19	2
"SRR5882757"	92.02	7.88	0.1
"SRR5902475"	82.53	16.22	0.19
"SRR5720311"	62.14	9.67	0.19
"SRR5720325"	74.29	23.53	1.71
"SRR5720329"	63.27	16.3	0.32
"SRR7151618"	96.99	2.95	0.02
"SRR5720316"	61.66	27.69	0.23
"SRR5459769"	90.55	8.95	0.47
"SRR5720308"	73.02	19.18	0.24
"SRR5896008"	94.68	3.08	1.74
"SRR5902516"	96.75	2.8	0.17
"SRR5720323"	69.32	6.34	0.97
"SRR5459767"	93.62	6.18	0.18
"SRR5720330"	62.39	20	0.27
"SRR5891569"	89.68	9.98	0.26
"SRR7151514"	98.26	1.69	0.02
"SRR7151523"	97.93	1.99	0.03
"SRR7151637"	98.36	1.6	0.02
"SRR5902477"	97.3	1.86	0.13
"SRR6231313"	96.39	3.55	0.05
"SRR5720328"	60.5	10.55	0.29
"SRR6231314"	96.17	3.76	0.04
"SRR6231316"	95.29	4.65	0.05
"SRR5460435"	92.76	6.81	0.41
"SRR5720314"	70.76	22.74	0.24
"SRR5882762"	93.99	5.94	0.06
"SRR7151556"	97.62	2.34	0.04
"SRR7151511"	96.81	3.13	0.06
"SRR6439733"	87.1	12.66	0.19
"SRR7151497"	97.33	2.63	0.03
"SRR7151532"	97.26	2.69	0.04
"SRR5720315"	60.85	27.55	0.21
"SRR7151566"	97.41	2.55	0.03
"SRR5720326"	65.48	9.23	0.59
"SRR7151539"	97.3	2.65	0.04
"SRR5460434"	94.17	5.48	0.33
"SRR7151716"	97.2	2.78	0.02
"SRR7151677"	97.03	2.93	0.04
"SRR7151617"	97.82	2.11	0.04
"SRR5248171"	94.67	2.12	1.48
"SRR7151684"	96.66	3.26	0.07
"SRR7151662"	97.43	2.44	0.13
"SRR6439732"	64.57	35.22	0.19
"ERR1877686"	90.75	9.21	0.03
"ERR1877696"	89.75	10.15	0.09
"SRR7151657"	98.61	1.35	0.03
"SRR7151516"	98.65	1.31	0.02
"SRR7151631"	97.17	2.75	0.08
"SRR7151616"	97.77	2.16	0.04
"SRR6439735"	85.67	14.06	0.23
"SRR7151558"	97.72	2.16	0.12
"SRR7151735"	98.78	1.16	0.03
"ERR1877799"	93.51	6.37	0.11
"SRR7151595"	96.92	3.04	0.02
"ERR1877779"	88.46	11.45	0.08
"SRR7151740"	97.41	2.5	0.08
"SRR7151719"	96.72	3.19	0.09
"SRR7151679"	97.01	2.94	0.04
"SRR7151738"	97.29	2.59	0.12
"SRR7151737"	97.73	2.1	0.16
"SRR5460459"	93.75	6.03	0.2
"SRR7151588"	97.03	2.77	0.2
"ERR1877774"	91.23	8.63	0.14
"SRR7151564"	98.14	1.82	0.02
"SRR7151739"	97.21	2.67	0.11
"ERR1877683"	91.9	7.96	0.14
"ERR1877669"	91.67	8.24	0.08
"SRR7151589"	97.57	2.33	0.1
"SRR6439731"	82.55	17.21	0.19
"SRR6439738"	52.24	47.31	0.32
"SRR5248170"	95.06	1.77	1.42
"ERR1877672"	91.83	8.08	0.08
"SRR7151726"	97	2.97	0.02
"SRR7151592"	97.59	2.35	0.05
"SRR7151600"	97.02	2.92	0.03
"SRR5248177"	94.83	3.11	1.62
"SRR7164731"	73.59	25.96	0.16
"ERR1877785"	94.77	5.19	0.03
"SRR7151562"	97.14	2.27	0.59
"ERR1877758"	90.5	9.41	0.08
"SRR7151621"	96.92	3.02	0.02
"SRR7151598"	98.37	1.6	0.01
"SRR7151667"	97.72	2.24	0.04
"SRR5248169"	93.75	2	4.23
"ERR1877670"	91.83	8.08	0.08
"SRR7151700"	97.28	2.63	0.09
"ERR1877796"	91.9	7.95	0.15
"ERR1877926"	91.66	8.24	0.09
"ERR1877831"	88.87	10.77	0.35
"SRR7151721"	97.36	2.55	0.1
"ERR1877678"	91.94	7.91	0.14
"ERR1877804"	80.89	19.02	0.08
"ERR1877911"	87.64	12.32	0.03
"ERR1877679"	91.97	7.88	0.14
"ERR1877780"	92.66	7.25	0.08
"ERR1877802"	93.59	6.28	0.12
"ERR1877878"	87.83	12.13	0.03
"SRR5839047"	95.35	4.4	0.01
"SRR6507277"	69.44	24.35	5.27
"ERR1877805"	88.85	11.06	0.09
"SRR5239611"	25.95	68.89	0.06
"ERR1877782"	92.5	7.41	0.08
"ERR1877800"	93.63	6.25	0.11
"SRR7151713"	97.39	2.47	0.13
"SRR7164733"	79.02	20.68	0.07
"ERR1877684"	92	7.85	0.15
"SRR7151626"	97.76	2.16	0.08
"ERR1877817"	89.1	10.67	0.22
"SRR7151704"	98.07	1.86	0.02
"ERR1877820"	89.43	10.36	0.2
"SRR7151734"	96.2	3.74	0.04
"SRR7151705"	98.04	1.89	0.02
"ERR1877760"	87.85	12.09	0.06
"ERR1877840"	92.11	7.86	0.02
"ERR1877689"	90.83	9.12	0.03
"ERR1877702"	64.31	35.59	0.07
"ERR1877877"	87.35	12.51	0.13
"ERR1877838"	92.18	7.8	0.02
"ERR1877822"	95.5	4.46	0.04
"ERR1877902"	91.65	8.31	0.04
"ERR1877818"	89.1	10.67	0.22
"ERR1877849"	93.26	6.19	0.53
"ERR1877890"	89.54	10.4	0.05
"ERR1877807"	81.56	18.35	0.08
"SRR6507279"	85.03	13.56	1.31
"ERR1877681"	92.03	7.83	0.14
"ERR1877852"	91.34	8.61	0.04
"ERR1877770"	91.09	8.76	0.14
"SRR7188257"	97.6	2.18	0.2
"ERR1877680"	92.01	7.84	0.14
"SRR7188256"	96.47	3.35	0.16
"ERR1877918"	94.82	5.15	0.03
"SRR6201693"	34.65	65.33	0
"ERR1877773"	91.03	8.83	0.14
"ERR1877834"	89.03	10.64	0.32
"ERR1877880"	72.19	27.72	0.07
"SRR7151693"	96.58	3.31	0.11
"ERR1877771"	91.17	8.68	0.15
"SRR5857943"	93.58	5.67	0
"SRR6201613"	91.64	0.9	0
"ERR1877887"	92.83	7.11	0.05
"ERR1877687"	90.89	9.08	0.02
"ERR1877874"	91.93	7.96	0.11
"SRR6201696"	76.17	23.82	0
"ERR1877920"	94.79	5.18	0.03
"ERR1877884"	90.9	9.05	0.03
"ERR1877825"	95.57	4.39	0.04
"SRR6507278"	82.77	11.66	4.38
"ERR1877898"	90.65	9.24	0.11
"ERR1877823"	95.57	4.39	0.04
"SRR6507280"	86.75	9.51	2.69
"SRR5855238"	96.45	3.26	0.05
"SRR6201619"	88.56	11.4	0
"ERR1877693"	92.84	7.12	0.03
"ERR1877900"	91.7	8.26	0.03
"SRR7188253"	97.12	2.7	0.17
"ERR1877921"	88.09	11.82	0.08
"SRR6201733"	75.57	24.4	0
"SRR5855237"	90.31	9.07	0.2
"SRR6195974"	95.25	3.58	0.56
"SRR5855241"	94.72	4.93	0.01
"SRR7151515"	98.82	1.13	0.03
"ERR1877872"	92.07	7.82	0.11
"SRR5248199"	96.49	3.06	0
"SRR7188250"	97.52	2.31	0.16
"SRR7188251"	96.97	2.84	0.16
"SRR5855240"	94.69	4.95	0.04
"ERR1877835"	89.18	10.47	0.33
"ERR1877723"	83.24	16.72	0.04
"ERR1877787"	90.5	9.44	0.05
"SRR7164732"	79.04	20.54	0.09
"ERR1877832"	88.92	10.75	0.32
"ERR1877896"	91.04	8.85	0.11
"ERR1877813"	90.4	9.55	0.05
"SRR5855236"	86.64	12.45	0.5
"SRR7151658"	96.34	3.55	0.1
"SRR6201715"	78.17	21.8	0.01
"SRR7188252"	97.11	2.71	0.17
"SRR6201692"	73.73	26.23	0
"SRR5857944"	93.03	4.06	0.08
"SRR6201728"	67.16	32.82	0
"SRR7151712"	92.73	7.21	0.06
"SRR7151510"	97.21	2.32	0.46
"SRR6201695"	28.9	71.09	0
"SRR5857948"	89.78	6.66	0.06
"SRR7151496"	97.24	2.71	0.04
"SRR6201558"	61.33	3.12	0
"SRR7151680"	96.4	3.52	0.08
"SRR7151701"	97.47	2.46	0.03
"SRR5855239"	98.72	1.12	0.01
"SRR7151567"	97.35	2.61	0.03
"SRR6193119"	96.52	3.46	0.02
"SRR5826634"	73.72	19.22	0.04
"SRR6195975"	96.15	3.82	0.02
"SRR7151742"	97.84	2	0.14
"SRR7151557"	97.05	2.57	0.37
"SRR5248218"	91.07	7.37	0.1
"SRR7188255"	97.84	1.95	0.19
"SRR5855242"	94.73	5.23	0.03
"SRR7151593"	98.12	1.86	0.01
"SRR7188254"	96.92	2.88	0.18
"SRR5855235"	75.27	24.29	0.43
"SRR6201722"	54.98	2	0
"SRR7151723"	97.1	2.88	0.02
"ERR1877917"	94.69	5.28	0.03
"SRR7151683"	98.82	1.15	0.02
"SRR5248178"	95.15	2.88	1.54
"SRR5857949"	91.43	4.68	0.01
"SRR6201609"	88.98	0.69	0
"SRR5857945"	72.44	17.37	0.08
"SRR7151538"	97.61	2.33	0.06
"SRR7151613"	97.03	2.93	0.03
"SRR6201724"	81.11	0.98	0
"SRR7151743"	97.83	2.12	0.03
"SRR7151512"	97.96	2	0.03
"SRR6201714"	75.66	24.32	0
"SRR7151555"	97.71	2.24	0.05
"SRR6201716"	97.32	2.64	0.02
"SRR7151714"	98.04	1.84	0.03
"SRR5247223"	94.43	5.56	0.01
"SRR5820075"	94.87	3.4	1
"SRR7495874"	93.67	6.24	0.08
"SRR7151625"	96.87	3.12	0.01
"SRR6201723"	52.31	0.74	0
"SRR7151741"	97.25	2.62	0.13
"SRR5855234"	98.68	1.15	0.04
"SRR7155206"	95.6	3.29	0.91
"SRR7151628"	97.57	2.38	0.05
"SRR7151663"	97.94	2	0.04
"SRR7151596"	98.74	1.21	0.02
"SRR6201721"	85.54	0.37	0
"SRR5857947"	92.8	6.81	0
"SRR7151519"	96.05	3.88	0.07
"SRR7151736"	97.56	2.32	0.11
"SRR7598860"	78.02	19.44	1.64
"SRR7151698"	96.11	3.85	0.03
"SRR5826612"	74.52	16.97	0.04
"SRR7151590"	97.21	2.75	0.03
"SRR7151636"	96.7	3.19	0.1
"SRR7151678"	96.8	3.12	0.08
"SRR7155204"	88.79	10.39	0.6
"SRR5819818"	97.57	0.71	1.23
"SRR7151717"	96.02	3.96	0.02
"SRR7175523"	21.71	75.65	1.29
"SRR7151710"	96.96	3	0.03
"SRR7151711"	96.84	3.07	0.08
"SRR7151563"	97.55	2.4	0.03
"SRR5826614"	72.5	5.08	0.07
"SRR7151559"	97.49	2.39	0.11
"SRR7151488"	98.32	1.65	0.01
"SRR7599113"	79.89	17.49	2.27
"SRR7598912"	71.01	22.9	5.08
"SRR7151520"	97.56	2.41	0.03
"SRR7151694"	96.82	3.17	0.01
"SRR5819968"	93.12	1.27	5.57
"SRR6201718"	86.84	12.96	0
"SRR5817590"	96.67	3.27	0.04
"SRR5248198"	98.65	1.06	0.01
"SRR7595447"	95.21	4.77	0.01
"SRR7599086"	81.5	15.56	2.55
"SRR7346420"	94.67	5.28	0.04
"SRR7151722"	98.08	1.87	0.03
"SRR7151513"	98.36	1.58	0.03
"SRR7595336"	89.13	10.38	0.44
"SRR7151561"	97.54	2.39	0.05
"SRR7151733"	97.93	2.01	0.05
"SRR7599102"	82.72	15.72	1.17
"SRR7599158"	81.84	11.8	5.79
"SRR7595535"	92.11	7.71	0.17
"SRR7495881"	93.03	6.86	0.1
"SRR7595455"	93.12	6.83	0.04
"SRR7595559"	90.96	8.92	0.12
"SRR7151718"	96.45	3.38	0.17
"SRR5248168"	94.02	1.84	4.12
"SRR5248196"	21.08	78.91	0.01
"SRR5826627"	73.39	19.48	0.04
"SRR5817588"	96.87	3.04	0.05
"SRR7151699"	97.45	2.45	0.1
"SRR5248219"	97.45	2.22	0.02
"SRR7595456"	93.52	6.38	0.08
"SRR7599132"	79.54	17.95	1.81
"SRR7599035"	58.94	39.28	1.13
"SRR7151629"	96.25	3.71	0.04
"SRR7151715"	97.73	2.19	0.04
"SRR7599040"	79.86	15.73	3.95
"SRR7595362"	81.27	18.51	0.13
"SRR7598835"	69.67	28.18	1.67
"SRR7595370"	92.65	7.22	0.1
"SRR7595332"	54.36	44.58	0.58
"SRR7344000"	95.1	4.54	0.3
"SRR7595517"	88.2	7.41	4.39
"SRR5817589"	97.64	2.29	0.03
"SRR5819848"	92.12	2.69	5.16
"SRR7595319"	85.07	14.35	0.51
"SRR5826628"	74.92	18.17	0.04
"SRR7595384"	88.93	10.8	0.22
"SRR7595519"	92.06	7.87	0.07
"SRR7599077"	70.56	24.8	3.78
"SRR7598924"	73.57	23.59	2.39
"SRR7599025"	70.19	25.8	3.08
"SRR7599279"	73.76	20.49	4.85
"SRR7598904"	76.23	20.85	2.23
"SRR7343998"	71.88	28.11	0.01
"SRR5819969"	92.88	1.62	5.45
"SRR7595452"	93.83	6.1	0.06
"SRR7599192"	65.45	30.31	3.21
"SRR7599199"	61.58	36.93	1.01
"SRR7595537"	90.94	8.93	0.13
"SRR7598937"	71.7	26.12	1.71
"SRR7599174"	79.83	14.66	4.9
"SRR7595540"	91.36	8.53	0.1
"SRR7599244"	75.43	20.58	3.28
"SRR7597248"	76.97	12.31	10.03
"SRR7595453"	92.99	6.95	0.06
"SRR7599027"	75.28	22.72	1.55
"SRR7595315"	71.64	27.69	0.51
"SRR7595577"	90.39	9.53	0.08
"SRR7595450"	93.87	6.06	0.06
"SRR5820365"	93.69	3	1.97
"SRR7595582"	93.41	6.51	0.07
"SRR7595568"	94.17	5.7	0.13
"SRR7595518"	89.02	10.77	0.2
"SRR7599051"	74.04	18.93	6.11
"SRR7598892"	66.08	31.91	1.21
"SRR7598815"	75.19	22.14	2.24
"SRR7595567"	92.61	7.21	0.18
"SRR7599097"	81.69	15.79	2.09
"SRR7595338"	87.28	11.8	0.79
"SRR7597337"	70.78	26.69	1.7
"SRR7595565"	91.61	8.24	0.15
"SRR7595538"	93.12	6.7	0.17
"SRR7599265"	70.91	25.51	2.95
"SRR7595334"	83.28	16.11	0.5
"SRR7595364"	66.34	33.51	0.07
"SRR7598838"	66.17	30.81	2.32
"SRR7595539"	93.88	6	0.11
"SRR7595448"	94.5	5.45	0.04
"SRR7595366"	65.17	33.83	0.67
"SRR7595570"	93.6	6.18	0.22
"SRR7595533"	92.8	7.13	0.06
"SRR7599269"	54.5	40.14	3.29
"SRR7155205"	94.18	4.83	0.76
"SRR7595317"	72.66	26.36	0.74
"SRR7595449"	94.09	5.86	0.04
"SRR7595536"	93.27	6.63	0.1
"SRR7598974"	64.58	32.88	1.8
"SRR7151543"	97.17	2.78	0.04
"SRR7595454"	94	5.95	0.04
"SRR7595573"	94.22	5.72	0.05
"SRR7597469"	72.9	20.87	4.77
"SRR7595378"	79.9	19.88	0.12
"SRR7599074"	84.66	12.49	1.64
"SRR7595314"	86.95	12.94	0.06
"SRR7599164"	72.21	23.16	3.76
"SRR7595558"	94.67	5.27	0.06
"SRR7595575"	92.56	7.37	0.07
"SRR7597259"	78.58	18.35	2.38
"SRR7595508"	92.11	7.79	0.09
"SRR7595534"	94.05	5.8	0.14
"SRR7595572"	92.84	7.13	0.03
"SRR7595376"	80.05	19.86	0.04
"SRR7597293"	76.39	21.07	2.15
"SRR7595531"	92.43	7.5	0.07
"SRR5248176"	95.08	3.05	1.42
"SRR7595368"	87.63	12.22	0.09
"SRR7597255"	76.32	16.75	5.54
"SRR7595560"	94.13	5.56	0.3
"SRR7599282"	70.39	27.63	1.27
"SRR7599286"	76.57	21.59	1.49
"SRR7595557"	94.11	5.79	0.1
"SRR7597514"	76.2	21.27	1.9
"SRR7597274"	47.9	49.63	1.41
"SRR7595457"	94.71	5.25	0.03
"SRR7597518"	78.11	19.71	1.69
"SRR7595585"	94.81	5.15	0.04
"SRR7599149"	74.73	23.34	1.2
"SRR7595340"	84.96	13.26	1.53
"SRR7597604"	67.8	29.2	2.38
"SRR7597352"	72.75	24.78	2.07
"SRR7595581"	94.63	5.32	0.04
"SRR7595569"	92.75	7.04	0.21
"SRR7595530"	91.89	8.02	0.08
"SRR7597495"	84.83	11.43	3.31
"SRR7597694"	67.61	28.86	2.29
"SRR7597589"	75.88	21.19	2.38
"SRR7597462"	82.07	12.36	5.18
"SRR7599182"	77.1	19.88	2.36
"SRR7597652"	66.62	30.48	2.11
"SRR6321500"	2.42	97.1	0.4
"SRR7597290"	79.73	9.9	9.39
"SRR7597252"	83.42	14.16	1.09
"SRR7595372"	91.04	7.83	1
"SRR6317135"	12.28	84.31	1.37
"SRR7595576"	90.71	9.2	0.08
"SRR7597698"	81.74	9.65	8.11
"SRR7597712"	85.57	12.15	1.94
"SRR7597466"	80.55	16.97	1.72
"SRR6317132"	23.69	75.98	0.23
"SRR7595520"	91.16	8.73	0.1
"SRR7595028"	87.21	12.18	0.52
"SRR7597415"	73.43	21.95	3.86
"SRR7597481"	69.87	26.64	2.91
"SRR7597539"	64.67	23.82	9.04
"SRR7597356"	84.16	13.72	1.8
"SRR7597283"	78.08	15.7	5.37
"SRR7595060"	72.64	27.23	0.07
"SRR7597297"	79.55	18.03	1.6
"SRR7597600"	69.55	28.05	1.88
"SRR7597543"	74.42	15.49	8.88
"SRR7597340"	66.8	30.6	1.8
"SRR7595584"	94.34	5.58	0.07
"SRR7595583"	93.89	6.06	0.04
"SRR7595004"	84.76	15.07	0.12
"SRR7595566"	92.27	7.68	0.04
"SRR7595026"	71.69	27.83	0.32
"SRR6321498"	12.22	87.39	0.37
"SRR6321501"	3.68	96.01	0.31
"SRR7597645"	64.98	32.27	1.91
"SRR7595580"	94.46	5.49	0.03
"SRR7597718"	65.57	30.43	3.05
"SRR7597550"	76.98	17.89	4.38
"SRR6321505"	24.66	75.06	0.23
"SRR7595215"	71.07	27.63	1.03
"SRR7597708"	81.23	14.99	3.18
"SRR7595091"	62.38	37.23	0.21
"SRR7597578"	85.85	11.49	2.36
"SRR7597361"	78.48	18.26	2.76
"SRR7597429"	56.08	41.55	1.42
